IDCAPTURA,IDVISITA,FRENTES CORE SECO,FRENTES LIGHT SECO,FRENTES CARBONATADA SECO,FRENTES CORE FRIO,FRENTES LIGHT FRIO,FRENTES CARBONATADA FRIO,PRECIO CORE,MATERIAL POP,EXHIBICION ADICIONAL,PROMOCION,PROMOCION SEÑALIZADA,SOS SECO,SOS FRIO,SOS EXHIBICIONES ADICIONALES
41907621,3696086,6,,,,,,18.75,NO,NO,NO,,3.7648,,
41907622,3696116,32,,,,,,17.4,SI,SI,SI,SI,33.7753,,
41907623,3696117,16,,,10,,,19.5,NO,NO,NO,,,,
41907624,3696120,20,,,26,,,19.5,NO,NO,SI,SI,19.7439,,
41907625,3696125,8,,,12,,,18.75,NO,NO,NO,,5.6384,,
41907626,3696127,12,,,28,,,18.2,NO,NO,NO,,,,
41907627,3696133,5,,,6,,,18.2,NO,NO,NO,,16.4835,21.3981,
41907628,3696140,60,,,56,,,18.75,SI,NO,SI,SI,24.2791,28.902,
41907629,3696153,33,,,25,,,18.75,NO,NO,NO,,21.2018,15.7742,
41907630,3696166,45,,,,,,19.5,NO,NO,NO,,,,
41907631,3696177,,,,19,,,18.9,NO,NO,NO,,,17.3465,
41907632,3696183,22,,,16,,,19.5,SI,NO,NO,,23.9172,18.1456,
41907633,3696186,21,,,,,,19.5,NO,NO,NO,,9.1049,,
41907634,3696208,16,,,24,,,19.5,NO,NO,NO,,,,
41907635,3696212,6,,,37,,,19.5,SI,NO,NO,,7.4008,21.1034,
41907636,3696222,22,,,,,,19.5,NO,NO,NO,,42.2706,,
41907637,3696230,,,,9,,,18.75,NO,NO,NO,,,41.8329,
41907638,3696240,5,,,22,,,18.75,NO,NO,SI,NO,4.8623,17.9788,
41907639,3696246,,,,,,,19.5,NO,NO,NO,,,,
41907640,3696247,,,,48,,,18,NO,NO,NO,,,,
41907641,3696256,,,,48,,,18,NO,NO,NO,,,,
41907642,3696258,10,,,,,,18.75,SI,NO,NO,,12.3727,,
41907643,3696267,,,,10,,,18.9,NO,NO,NO,,,2.9229,
41907644,3696269,29,,,,,,19.5,NO,NO,NO,,14.7138,,
41907645,3696270,,,,45,,,18.2,NO,SI,NO,,,99.5408,
41907646,3696275,,,,65,,,19.5,SI,SI,SI,SI,,54.7769,54.9245
41907647,3696285,11,,,,,,18.75,SI,NO,SI,NO,17.2632,,
41907648,3696292,36,,,61,,,18.2,NO,NO,NO,,,,
41907649,3696293,,,,15,,,18.2,NO,NO,NO,,31.5887,,
41907650,3696300,7,,,,,,18.9,NO,NO,SI,SI,,,
41907651,3696306,5,,,18,,,18,NO,NO,NO,,,,
41907652,3696310,,,,50,,,18.2,NO,NO,NO,,,,
41907653,3696314,10,,,,,,19.5,NO,NO,NO,,,,
41907654,3696324,,,,,,,18.9,NO,NO,NO,,,,
41907655,3696341,,,,48,,,18,NO,NO,NO,,,,
41907656,3696352,33,,,16,,,19.5,NO,NO,NO,,29.4819,,
41907657,3696354,16,,,,,,18.75,NO,NO,NO,,19.4871,,
41907658,3696355,32,,,22,,,18.75,NO,NO,NO,,20.016,,
41907659,3696403,4,,,,,,18.2,NO,NO,NO,,,,
41907660,3696422,32,,,3,,,19.5,NO,NO,NO,,,,
41907661,3696426,,,,12,,,19.5,NO,NO,NO,,,,
41907662,3696428,9,,,,,,18.2,NO,NO,NO,,,,
41907663,3696448,200,,,,,,19.5,NO,NO,NO,,,,
41907664,3696466,,,,48,,,18,NO,NO,NO,,,,
41907665,3696479,18,,,15,,,18.75,NO,SI,SI,SI,12.7939,33.9911,
41907666,3696484,21,,,,,,19.5,NO,NO,SI,NO,15.4872,,
41907667,3696498,12,,,,,,18.75,NO,NO,NO,,9.6787,,
41907668,3696510,,,,25,,,18.9,NO,NO,NO,,,8.2296,
41907669,3696512,,,,40,,,18.75,NO,NO,SI,SI,,30.3524,
41907670,3696529,60,,,30,,,19.5,NO,SI,NO,,,,
41907671,3696542,6,,,,,,19.5,NO,NO,NO,,6.7534,,
41907672,3696553,22,,,,,,19.5,NO,SI,SI,SI,19.8642,,33.0683
41907673,3696557,,,,22,,,19.5,NO,NO,SI,SI,,14.8023,
41907674,3696579,13,,,,,,18.9,NO,NO,NO,,20.4837,,
41907675,3696582,26,,,,,,19.5,NO,NO,SI,SI,77.8937,,
41907676,3696591,,,,13,,,19.5,NO,NO,NO,,,40.3165,
41907677,3696613,30,,,,,,18.2,NO,NO,NO,,,,
41907678,3696614,,,,15,,,18.9,SI,NO,NO,,,,
41907679,3696621,40,,,34,,,18.75,SI,NO,NO,,25.4064,16.7882,
41907680,3696649,36,,,22,,,19.5,SI,NO,SI,SI,35.9975,18.0415,
41907681,3696650,23,,,10,,,18.2,NO,SI,SI,SI,,13.7692,
41907682,3696663,,,,16,,,18.75,NO,NO,NO,,,33.6667,
41907683,3696668,,,,24,,,18.75,SI,NO,SI,SI,,14.3804,
41907684,3696680,6,,,21,,,18.9,NO,NO,SI,SI,,,
41907685,3696705,,,,9,,,18.9,NO,NO,SI,SI,,7.6766,
41907686,3696719,,,,23,,,18.75,NO,NO,NO,,,24.3344,
41907687,3696727,54,,,,,,18.2,SI,SI,NO,,65.1392,,
41907688,3696731,7,,,,,,19.5,NO,NO,NO,,5.2525,,
41907689,3696733,10,,,,,,19.5,NO,NO,NO,,,,
41907690,3696742,21,,,,,,19.5,NO,NO,NO,,16.1332,,
41907691,3696750,11,,,,,,19.5,NO,SI,SI,SI,10.6877,,50.0923
41907692,3696756,15,,,32,,,18.9,NO,NO,SI,SI,,,
41907693,3696763,5,,,8,,,18.9,NO,NO,NO,,,,
41907694,3696766,47,,,,,,19.75,SI,NO,SI,NO,37.497,,
41907695,3696768,20,,,,,,19.5,NO,NO,NO,,13.4591,,
41907696,3696780,,,,12,,,18.9,NO,NO,SI,NO,,,
41907697,3696781,6,,,,,,19.5,NO,NO,NO,,,,
41907698,3696786,28,,,,,,19.5,NO,NO,NO,,21.6045,,
41907699,3696787,29,,,28,,,18.2,NO,SI,NO,,17.2455,59.4752,
41907700,3696801,20,,,20,,,18.75,SI,NO,SI,SI,9.8341,,
41907701,3696807,,,,24,,,18.75,SI,NO,NO,,,7.8207,
41907702,3696820,,,,,,,,NO,NO,NO,,,,
41907703,3696821,,,,60,,,19.5,SI,SI,NO,,,32.591,48.7726
41907704,3696823,11,,,16,,,19.2,NO,NO,NO,,44.6806,31.9758,
41907705,3696838,46,,,,,,18.2,NO,NO,NO,,,,
41907706,3696844,4,,,,,,19,NO,NO,NO,,3.6666,,
41907707,3696845,,,,18,,,18.75,NO,NO,SI,NO,,23.192,
41907708,3696849,,,,23,,,19.5,NO,NO,SI,SI,,12.176,
41907709,3696857,18,,,,,,18.9,NO,NO,NO,,,,
41907710,3696861,10,,,,,,18.75,NO,NO,NO,,,,
41907711,3696865,10,,,,,,18.75,NO,NO,NO,,,,
41907712,3696871,30,,,,,,18.5,NO,NO,NO,,96.8129,,
41907713,3696876,16,,,,,,19.75,NO,SI,SI,NO,56.3636,,
41907714,3696884,38,,,,,,17.4,SI,SI,SI,SI,38.2238,,
41907715,3696893,75,,,25,,,19.85,SI,SI,SI,SI,,21.3052,99.7046
41907716,3696898,22,,,9,,,19.5,NO,NO,NO,,39.4007,,
41907717,3696906,6,,,8,,,19.02,NO,NO,NO,,6.7545,10.2734,
41907718,3696908,15,,,22,,,19.5,SI,NO,NO,,12.3515,19.4349,
41907719,3696910,,,,50,,,18.9,NO,NO,SI,SI,21.6046,,
41907720,3696915,80,,,20,,,19.5,NO,NO,NO,,89.4234,12.0948,
41907721,3696917,,,,,,,18.2,NO,NO,NO,,,,
41907722,3696919,8,,,,,,18.9,SI,NO,NO,,13.5442,,
41907723,3696921,,,,,,,18.2,NO,NO,NO,,,,
41907724,3696922,22,,,,,,19.5,NO,NO,NO,,13.6856,,
41907725,3696927,35,,,,,,17.4,SI,SI,NO,,38.4177,,
41907726,3696928,60,,,56,,,18.75,SI,NO,SI,SI,23.13,20.9783,
41907727,3696930,,,,24,,,18.75,NO,NO,SI,SI,,,
41907728,3696946,22,,,,,,19.5,NO,NO,NO,,19.4105,,
41907729,3696950,12,,,,,,19.5,NO,NO,NO,,,,
41907730,3696956,21,,,20,,,18.2,NO,NO,NO,,,,
41907731,3696957,,,,22,,,19.5,NO,NO,SI,SI,,,
41907732,3696960,22,,,,,,19.5,SI,NO,NO,,65.6324,,
41907733,3696973,75,,,,,,19.5,NO,NO,SI,SI,73.5784,,
41907734,3696979,,,,49,,,18.9,NO,NO,SI,SI,,35.1892,
41907735,3696983,,,,35,,,19.5,NO,NO,NO,,,,
41907736,3696990,,,,10,,,19.5,NO,NO,NO,,,15.0891,
41907737,3696991,48,,,7,,,19.5,NO,NO,NO,,28.9634,34.931,
41907738,3696992,24,,,,,,19.5,NO,SI,SI,SI,50.6722,,
41907739,3696993,14,,,24,,,18.75,NO,NO,SI,SI,18.8172,,
41907740,3696999,33,,,25,,,18.75,SI,NO,NO,,28.8506,,
41907741,3697004,14,,,22,,,18.75,NO,NO,SI,SI,,,
41907742,3697008,5,,,21,,,18.75,NO,NO,NO,,3.7996,10.5093,
41907743,3697028,11,,,,,,19.5,NO,NO,NO,,11.2341,,
41907744,3697034,,,,5,,,18.75,NO,NO,NO,,,,
41907745,3697037,,,,,,,18.9,NO,NO,NO,,,,
41907746,3697045,,,,17,,,19.5,NO,NO,NO,,,33.5326,
41907747,3697072,,,,23,,,18.75,NO,NO,SI,SI,,80.9955,
41907748,3697079,,,,,,,,NO,NO,NO,,,,
41907749,3697091,,,,5,,,19.5,NO,NO,SI,SI,,5.0302,
41907750,3697116,21,,,,,,19.75,NO,NO,NO,,19.9037,,
41907751,3697118,30,,,,,,18.75,SI,SI,NO,,10.4536,,
41907752,3697123,6,,,6,,,18.2,NO,NO,NO,,6.5417,22.4425,
41907753,3697124,,,,11,,,18.75,,NO,SI,SI,,31.5197,
41907754,3697125,8,,,,,,18.75,NO,NO,NO,,35.41,,
41907755,3697128,28,,,,,,19.5,NO,NO,SI,SI,15.4353,,
41907756,3697132,,,,14,,,18.75,NO,NO,NO,,,18.0688,
41907757,3697133,10,,,7,,,18.9,NO,NO,SI,NO,,,
41907758,3697157,9,,,8,,,18.2,NO,NO,NO,,,,
41907759,3697166,5,,,,,,18.2,NO,NO,NO,,8.7218,,
41907760,3697169,35,,,,,,19.5,NO,NO,NO,,16.8726,,
41907761,3697176,20,,,,,,19.5,NO,NO,SI,SI,29.2807,,
41907762,3697177,,,,,,,,NO,NO,NO,,,,
41907763,3697188,,,,12,,,18.9,SI,NO,NO,,,5.9741,
41907764,3697189,10,,,,,,19.5,NO,NO,NO,,,,
41907765,3697191,,,,26,,,19.5,NO,NO,NO,,,,
41907766,3697193,20,,,22,,,19.5,SI,NO,NO,,23.1981,16.9392,
41907767,3697205,30,,,,,,19.5,SI,NO,NO,,21.5412,,
41907768,3697208,35,,,,,,19.5,NO,NO,NO,,11.2245,,
41907769,3697209,25,,,,,,18.5,NO,NO,NO,,,,
41907770,3697215,10,,,,,,19.5,NO,NO,NO,,,,
41907771,3697216,8,,,,,,18.75,NO,NO,NO,,,,
41907772,3697222,6,,,,,,16,NO,SI,NO,,,,
41907773,3697232,32,,,,,,19.5,NO,SI,SI,SI,,,
41907774,3697235,,,,,,,,NO,NO,NO,,,,
41907775,3697259,8,,,,,,18.2,NO,NO,NO,,6.612,,
41907776,3697262,,,,60,,,19.5,SI,SI,SI,SI,,42.9821,51.4991
41907777,3697263,,,,12,,,19.5,NO,NO,NO,,,,
41907778,3697285,7,,,,,,18.75,NO,NO,NO,,14.2455,,
41907779,3697298,16,,,6,,,19.5,NO,NO,NO,,,,
41907780,3697299,11,,,32,,,18.2,NO,NO,NO,,14.3549,28.4743,
41907781,3697303,7,,,,,,19.5,NO,NO,NO,,11.9792,,
41907782,3697305,7,,,,,,19.5,NO,NO,NO,,17.5244,,
41907783,3697311,5,,,5,,,18.9,NO,NO,NO,,,,
41907784,3697324,10,,,,,,18.75,NO,NO,SI,SI,14.551,,
41907785,3697326,20,,,29,,,19.85,NO,NO,SI,SI,17.1565,14.7679,
41907786,3697347,10,,,,,,18.9,NO,NO,NO,,14.5774,,
41907787,3697387,32,,,19,,,19.9,NO,SI,NO,,19.8821,12.7886,42.4158
41907788,3697399,,,,13,,,18.75,SI,NO,NO,,11.479,,
41907789,3697413,22,,,,,,18.2,NO,NO,NO,,3.614,,
41907790,3697423,47,,,,,,19.5,NO,NO,SI,SI,32.5416,,
41907791,3697424,14,,,,,,18.75,NO,NO,NO,,15.4253,,
41907792,3697426,22,,,,,,19.5,NO,NO,NO,,,,
41907793,3697430,15,,,6,,,18.75,SI,NO,SI,SI,18.2098,3.7447,
41907794,3697433,,,,11,,,19.5,SI,NO,SI,SI,,17.0886,
41907795,3697436,,,,16,,,18.9,NO,NO,NO,,,,
41907796,3697458,,,,,,,,NO,NO,NO,,,,
41907797,3697459,45,,,,,,17.4,NO,NO,NO,,33.7383,,
41907798,3697460,22,,,5,,,19.5,NO,SI,SI,SI,,19.8148,
41907799,3697462,,,,30,,,18.75,SI,SI,SI,SI,,30.5169,
41907800,3697466,16,,,10,,,18.2,NO,NO,NO,,29.2202,45.4263,
41907801,3697522,19,,,16,,,18.9,NO,NO,NO,,10.4556,8.1981,
41907802,3697525,22,,,20,,,18.2,SI,NO,NO,,18.897,13.1786,
41907803,3697537,25,,,18,,,18.9,NO,NO,SI,SI,,,
41907804,3697549,11,,,,,,19.5,NO,NO,NO,,19.7231,,
41907805,3697560,,,,24,,,18.75,NO,NO,SI,SI,,14.4607,
41907806,3697563,18,,,,,,19.5,NO,NO,NO,,25.7,,
41907807,3697566,29,,,,,,19.5,NO,SI,SI,SI,25.6616,,
41907808,3697573,4,,,,,,18.75,NO,NO,NO,,5.2665,,
41907809,3697576,,,,,,,,NO,NO,NO,,8.2857,10.9278,
41907810,3697587,20,,,6,,,19.5,NO,NO,NO,,4.7611,,
41907811,3697593,20,,,6,,,19.5,NO,NO,NO,,12.23,,
41907812,3697602,14,,,,,,19.5,NO,NO,SI,SI,91.6561,,
41907813,3697604,21,,,22,,,18.2,NO,NO,SI,SI,,19.2923,
41907814,3697608,,,,18,,,18.9,NO,NO,NO,,,6.4877,
41907815,3697612,15,,,,,,18.75,NO,NO,NO,,16.2684,,
41907816,3697618,12,,,,,,19.5,NO,NO,NO,,,,
41907817,3697634,,,,,,,,NO,NO,NO,,,,
41907818,3697657,,,,7,,,19.5,NO,NO,NO,,,3.4539,
41907819,3697676,18,,,15,,,18.75,NO,NO,NO,,12.6003,9.356,
41907820,3697683,,,,40,,,18.75,SI,NO,SI,SI,,19.1146,
41907821,3697727,30,,,,,,19.5,NO,NO,NO,,16.0471,,
41907822,3697733,,,,12,,,18.75,NO,NO,NO,,,17.0278,
41907823,3697750,,,,,,,,NO,NO,NO,,,,
41907824,3697756,,,,13,,,18.9,NO,NO,SI,SI,,12.7013,
41907825,3697759,13,,,,,,19.5,NO,NO,NO,,20.6218,,
41907826,3697766,,,,12,,,18.9,NO,NO,NO,,,12.9675,
41907827,3697776,40,,,25,,,18.75,SI,NO,SI,SI,31.1446,15.5726,
41907828,3697785,18,,,30,,,19.5,NO,NO,NO,,20.4644,51.9765,
41907829,3697792,25,,,16,,,18.9,NO,NO,NO,,,,
41907830,3697796,,,,12,,,18.75,NO,NO,SI,SI,,40.894,
41907831,3697798,8,,,28,,,19.5,NO,NO,NO,,19.214,51.9799,
41907832,3697803,17,,,,,,18.2,NO,NO,NO,,24.269,,
41907833,3697807,13,,,,,,19.5,,NO,SI,NO,10.2685,,
41907834,3697809,,,,,,,,NO,NO,NO,,13.7042,,
41907835,3697813,,,,10,,,18.75,NO,SI,NO,,,6.6523,
41907836,3697816,,,,10,,,18.75,NO,SI,NO,,,4.352,
41907837,3697837,7,,,,,,18.2,NO,NO,NO,,10.3615,,
41907838,3697838,11,,,,,,18.75,NO,NO,NO,,13.8487,,
41907839,3697850,48,,,,,,19.5,NO,SI,NO,,15.904,,18.7747
41907840,3697853,18,,,,,,19.5,NO,NO,NO,,8.1757,,
41907841,3697855,26,,,,,,18.2,NO,NO,NO,,16.8948,,
41907842,3697856,,,,,,,,SI,NO,NO,,,,
41907843,3697867,28,,,27,,,19.5,NO,NO,NO,,13.5863,15.3806,
41907844,3697868,8,,,,,,18.9,NO,NO,SI,SI,,,
41907845,3697871,,,,5,,,20.5,SI,NO,NO,,,18.21,
41907846,3697887,,,,22,,,19.5,NO,NO,SI,NO,,16.443,
41907847,3697889,9,,,,,,19.5,NO,NO,NO,,14.0309,,
41907848,3697903,,,,,,,,NO,NO,NO,,,,
41907849,3697909,22,,,,,,19.5,NO,NO,NO,,,,
41907850,3697922,17,,,,,,18.2,NO,SI,NO,,5.0622,,
41907851,3697938,,,,,,,,,NO,NO,,81.7024,,
41907852,3697939,11,,,,,,18.75,NO,NO,NO,,24.6127,,
41907853,3697964,10,,,,,,18.75,SI,NO,NO,,11.6487,,
41907854,3697967,14,,,28,,,19.75,NO,NO,NO,,26.2889,18.4112,
41907855,3697972,13,,,9,,,19.5,SI,NO,NO,,7.2063,14.8536,
41907856,3697976,32,,,,,,19.5,NO,SI,SI,SI,58.795,,
41907857,3697979,,,,9,,,18.2,NO,SI,SI,SI,,9.5424,
41907858,3697984,,,,,,,,SI,NO,NO,,,4.5083,
41907859,3697986,,,,14,,,19.5,NO,NO,NO,,,12.1172,
41907860,3697987,35,,,60,,,19.5,SI,NO,NO,,46.2795,37.8321,
41907861,3697988,20,,,,,,18.2,NO,NO,NO,,,,
41907862,3698021,,,,20,,,19.5,NO,NO,SI,SI,,,
41907863,3698024,22,,,,,,19.5,NO,NO,NO,,55.61,,
41907864,3698028,18,,,31,,,19.5,NO,NO,NO,,,35.459,
41907865,3698030,45,,,14,,,18.2,SI,NO,NO,,24.1327,28.8268,
41907866,3698032,48,,,,,,18.2,SI,NO,NO,,,,
41907867,3698033,6,,,,,,18.75,NO,NO,NO,,,,
41907868,3698034,26,,,,,,18.75,SI,NO,NO,,34.2976,,
41907869,3698035,50,,,,,,18.2,SI,NO,NO,,42.4883,,
41907870,3698039,10,,,,,,18.75,NO,NO,NO,,,,
41907871,3698049,6,,,9,,,18.9,NO,NO,SI,SI,,,
41907872,3698053,4,,,,,,18.75,NO,NO,NO,,7.6756,,
41907873,3698059,,,,,,,,NO,NO,NO,,,,
41907874,3698068,11,,,,,,19.5,NO,NO,NO,,16.0627,,
41907875,3698088,,,,8,,,18.75,NO,NO,SI,SI,,19.8037,
41907876,3698114,5,,,,,,19.5,NO,NO,NO,,,,
41907877,3698118,8,,,,,,18.9,NO,NO,NO,,9.6177,,
41907878,3698121,16,,,,,,18.75,NO,NO,NO,,33.4294,,
41907879,3698128,28,,,8,,,18.2,NO,NO,NO,,22.8764,99.576,
41907880,3698131,35,,,,,,19.5,NO,NO,NO,,,,
41907881,3698132,9,,,,,,18.75,NO,NO,NO,,49.5558,,
41907882,3698134,26,,,6,,,19.5,NO,SI,SI,SI,,,
41907883,3698135,,,,13,,,18.25,NO,SI,NO,,,16.6281,
41907884,3698166,,,,15,,,19.5,SI,NO,SI,SI,,8.9337,
41907885,3698167,13,,,,,,19.5,NO,NO,NO,,5.0141,,
41907886,3698182,64,,,100,,,17.4,NO,NO,NO,,50.356,,
41907887,3698193,,,,,,,,NO,NO,NO,,10.8651,,
41907888,3698201,10,,,,,,19.5,NO,SI,NO,,15.2713,,
41907889,3698205,18,,,,,,19.02,NO,NO,NO,,14.3636,,
41907890,3698210,,,,9,,,18.75,NO,NO,SI,NO,,25.4815,
41907891,3698212,,,,32,,,18.9,NO,NO,SI,SI,,20.2991,
41907892,3698228,8,,,12,,,18.9,NO,NO,SI,SI,,9.9619,
41907893,3698232,21,,,,,,19.5,SI,NO,NO,,28.5881,,
41907894,3698235,,,,,,,,NO,NO,NO,,,15.8052,
41907895,3698239,35,,,,,,19.5,NO,SI,NO,,24.6339,,
41907896,3698247,40,,,,,,19.5,NO,NO,SI,SI,31.9005,,
41907897,3698250,,,,12,,,18.75,NO,NO,SI,SI,,,
41907898,3698261,22,,,,,,19.5,NO,NO,NO,,18.431,,
41907899,3698263,7,,,,,,18.9,NO,NO,NO,,6.8288,,
41907900,3698268,25,,,,,,19.5,NO,NO,NO,,16.1037,,
41907901,3698280,13,,,8,,,19.5,NO,NO,NO,,9.4184,12.5174,
41907902,3698284,,,,,,,18.9,NO,NO,NO,,,4.323,
41907903,3698288,11,,,10,,,18.9,NO,NO,SI,SI,6.0782,4.3786,
41907904,3698293,,,,11,,,18.2,NO,NO,SI,NO,,7.5475,
41907905,3698295,20,,,,,,19.5,NO,NO,NO,,10.4288,,
41907906,3698296,15,,,,,,18.75,NO,NO,NO,,12.1579,,
41907907,3698325,,,,10,,,19.5,NO,NO,NO,,,,
41907908,3698347,16,,,,,,19.5,NO,NO,NO,,10.3955,,
41907909,3698350,20,,,25,,,19.85,SI,NO,NO,,37.8923,25.5143,
41907910,3698353,8,,,,,,18.75,NO,NO,NO,,7.1184,,
41907911,3698354,10,,,,,,18.75,NO,NO,NO,,6.5584,,
41907912,3698358,13,,,,,,18.2,NO,NO,NO,,,,
41907913,3698363,,,,,,,18.2,NO,,,,,,
41907914,3698364,10,,,,,,19.5,NO,NO,NO,,6.8918,,
41907915,3698372,,,,26,,,18.75,NO,NO,SI,SI,,,
41907916,3698373,6,,,,,,18.75,NO,NO,SI,SI,6.1264,,
41907917,3698375,,,,25,,,17.4,SI,SI,NO,,,11.9827,
41907918,3698377,18,,,,,,18.4,NO,NO,NO,,28.8628,,
41907919,3698378,84,,,,,,18.2,NO,SI,NO,,38.653,,59.3344
41907920,3698381,,,,20,,,19.5,NO,NO,NO,,,47.7743,
41907921,3698385,41,,,,,,19.5,NO,NO,NO,,,,
41907922,3698389,,,,54,,,19.5,SI,NO,NO,,,41.22,
41907923,3698401,11,,,9,,,18.75,NO,NO,SI,SI,14.2738,17.741,
41907924,3698404,11,,,,,,18.75,NO,NO,NO,,8.6757,,
41907925,3698405,6,,,10,,,19.5,NO,NO,NO,,,,
41907926,3698410,5,,,,,,18.75,NO,NO,NO,,11.8864,,
41907927,3698413,,,,17,,,18.75,NO,NO,SI,SI,,5.7215,
41907928,3698421,19,,,,,,19.5,NO,NO,NO,,12.4924,,
41907929,3698434,,,,12,,,18.75,NO,NO,SI,SI,,3.7334,
41907930,3698442,,,,,,,,NO,NO,NO,,,,
41907931,3698443,,,,10,,,18.2,NO,NO,SI,SI,,,
41907932,3698448,,,,12,,,18.75,NO,NO,SI,SI,,37.1331,
41907933,3698451,4,,,,,,19.5,NO,NO,NO,,,,
41907934,3698453,,,,15,,,19.5,SI,NO,NO,,,5.5685,
41907935,3698458,,,,19,,,19.5,NO,NO,NO,,,12.6123,
41907936,3698461,,,,9,,,18.75,NO,NO,NO,,,6.7773,
41907937,3698463,40,,,18,,,19.5,SI,SI,NO,,31.1557,19.3682,
41907938,3698465,99,,,,,,18.2,NO,NO,NO,,,,
41907939,3698471,99,,,,,,18.2,NO,NO,NO,,,,
41907940,3698473,5,,,9,,,18.2,NO,NO,NO,,11.5917,9.4253,
41907941,3698483,16,,,19,,,19.5,NO,NO,NO,,18.5289,,
41907942,3698486,19,,,18,,,19.5,NO,SI,SI,SI,36.7355,26.3572,
41907943,3698493,21,,,,,,19.5,NO,NO,NO,,,,
41907944,3698497,15,,,,,,18.75,NO,NO,NO,,17.2758,,
41907945,3698499,,,,40,,,19.5,SI,NO,NO,,,,
41907946,3698500,,,,24,,,18.75,NO,NO,NO,,,,
41907947,3698508,,,,,,,,NO,NO,NO,,,,
41907948,3698509,5,,,8,,,18.75,NO,NO,NO,,,,
41907949,3698516,50,,,,,,18.2,NO,NO,NO,,,,
41907950,3698518,50,,,,,,18.2,NO,NO,NO,,,,
41907951,3698522,,,,46,,,18.75,SI,NO,NO,,,27.488,
41907952,3698526,20,,,,,,18.75,NO,NO,NO,,23.3824,,
41907953,3698533,,,,,,,,NO,NO,NO,,,,
41907954,3698534,10,,,,,,18.75,NO,NO,NO,,10.5426,,
41907955,3698548,2,,,4,,,18.75,NO,NO,NO,,,,
41907956,3698554,9,,,,,,18.9,NO,NO,NO,,9.8655,,
41907957,3698558,6,,,,,,18.75,NO,NO,NO,,4.7608,,
41907958,3698562,,,,23,,,19.5,SI,SI,NO,,,14.8462,
41907959,3698593,,,,3,,,19.85,NO,NO,NO,,,,
41907960,3698600,10,,,,,,19.5,NO,NO,NO,,,,
41907961,3698602,10,,,,,,19.5,NO,SI,NO,,,,
41907962,3698607,30,,,,,,17.4,NO,NO,NO,,,,
41907963,3698608,9,,,17,,,19.5,NO,SI,SI,SI,16.5399,42.8331,
41907964,3698609,9,,,8,,,18.75,NO,NO,NO,,13.4407,32.8905,
41907965,3698611,9,,,,,,18.75,NO,NO,SI,SI,24.2112,,
41907966,3698613,4,,,,,,18.75,NO,NO,SI,SI,9.7529,,
41907967,3698617,24,,,6,,,19.5,SI,NO,NO,,,,
41907968,3698633,25,,,18,,,18.9,NO,NO,SI,SI,30.6122,9.9317,
41907969,3698638,6,,,12,,,18.9,NO,NO,SI,NO,11.3025,10.0522,
41907970,3698641,16,,,,,,19.5,NO,NO,NO,,27.5646,,
41907971,3698647,43,,,19,,,19.5,NO,NO,NO,,,,
41907972,3698652,44,,,,,,17.4,NO,NO,NO,,37.2249,,
41907973,3698662,29,,,,,,19.5,NO,NO,NO,,19.8324,,
41907974,3698674,22,,,,,,19.5,NO,NO,SI,SI,21.3837,,
41907975,3698677,10,,,,,,18.75,NO,NO,NO,,16.0461,,
41907976,3698681,8,,,,,,18.75,NO,NO,NO,,5.3162,,
41907977,3698682,14,,,,,,19.5,NO,NO,NO,,3.9466,,
41907978,3698683,14,,,,,,19.5,NO,NO,NO,,6.9502,,
41907979,3698685,,,,13,,,18.9,NO,NO,NO,,,6.9143,
41907980,3698690,18,,,,,,18.9,NO,NO,NO,,13.024,,
41907981,3698697,,,,,,,,NO,NO,NO,,,,
41907982,3698705,,,,40,,,18.75,NO,NO,SI,SI,,27.5146,
41907983,3698709,,,,14,,,19.74,NO,NO,NO,,,11.392,
41907984,3698710,18,,,18,,,19.5,NO,NO,NO,,13.5245,,
41907985,3698715,16,,,12,,,18.75,SI,SI,SI,SI,16.5733,16.4757,
41907986,3698717,,,,19,,,18.75,NO,NO,SI,SI,,66.1866,
41907987,3698725,21,,,49,,,18.2,NO,SI,SI,SI,,19.8538,
41907988,3698744,9,,,,,,18.75,NO,NO,NO,,11.0532,,
41907989,3698753,26,,,,,,19.5,NO,NO,NO,,14.7943,,
41907990,3698754,7,,,,,,19.5,NO,NO,NO,,,,
41907991,3698771,11,,,,,,19.5,NO,NO,NO,,15.7843,,
41907992,3698777,20,,,,,,19.5,NO,NO,NO,,15.4201,,
41907993,3698793,77,,,,,,18.2,SI,SI,NO,,36.0499,,98.4211
41907994,3698800,11,,,,,,19.5,NO,NO,NO,,,,
41907995,3698803,,,,24,,,18.75,SI,NO,SI,SI,,12.3557,
41907996,3698810,8,,,,,,19.5,NO,SI,NO,,,,
41907997,3698822,17,,,20,,,19.75,NO,NO,NO,,37.0045,44.2435,
41907998,3698826,8,,,5,,,19.8,NO,NO,NO,,7.7747,4.4161,
41907999,3698839,9,,,,,,19.5,NO,NO,NO,,7.1585,,
41908000,3698844,5,,,25,,,18.9,NO,SI,SI,SI,11.0467,20.9518,
41908001,3698846,18,,,,,,19.5,SI,SI,SI,SI,28.723,,
41908002,3698864,16,,,,,,19.5,NO,SI,SI,SI,,,
41908003,3698873,22,,,,,,19.5,NO,NO,NO,,19.4108,,
41908004,3698875,25,,,,,,18.5,NO,NO,NO,,,,
41908005,3698877,,,,17,,,18.75,NO,NO,SI,SI,,84.4508,
