IDTIENDA,SEGMENTO,SUBSEGMENTO,GRUPO,CADENA,IDTIENDACADENA,NOMBRE,FORMATO,CLASIFICACION,CIUDAD,ESTADO,AREA NIELSEN,REGION
6001,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,208,PLAZA MORELIA,HIPERMERCADO,AA,MORELIA,MICHOACAN,AREA 3,AREA III  BAJIO
6002,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,545,VALLE PONIENTE,SUPER,AA,SANTA CATARINA,NUEVO LEON,AREA 2,AREA II  NORTE
6003,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,620,CAMINO REAL BCS,SUPER,A,LA PAZ,BAJA CALIFORNIA SUR,AREA 1,AREA I  PACIFICO
6004,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,345,VISTA HERMOSA,SUPER,AAA,MONTERREY,NUEVO LEON,AREA 2,AREA II  NORTE
6005,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,586,CATEMACO VER,EXPRESS,AA,CATEMACO,VERACRUZ,AREA 6,AREA VI  SURESTE
6006,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,47,LAS FUENTES,HIPERMERCADO,A,TORREON,COAHUILA,AREA 2,AREA II  NORTE
6007,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,193,TANGAMANGA,HIPERMERCADO,AA,SAN LUIS POTOSI,SAN LUIS POTOSI,AREA 2,AREA II  NORTE
6008,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,72,EL PALMAR,HIPERMERCADO,AA,COATZACOALCOS,VERACRUZ,AREA 6,AREA VI  SURESTE
6009,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,663,PLAZA ESPACIO AGUASCALIENTES,HIPERMERCADO,AA,AGUASCALIENTES,AGUASCALIENTES,AREA 3,AREA III  BAJIO
6010,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,89,SAN FRANCISCO,HIPERMERCADO,A,CHIHUAHUA,CHIHUAHUA,AREA 2,AREA II  NORTE
6011,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,434,FIESTA MERIDA,SUPER,AA,MERIDA,YUCATAN,AREA 6,AREA VI  SURESTE
6012,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,7,CONTRY,HIPERMERCADO,AA,MONTERREY,NUEVO LEON,AREA 2,AREA II  NORTE
6013,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,83,GUAYABAL,HIPERMERCADO,AA,VILLAHERMOSA,TABASCO,AREA 6,AREA VI  SURESTE
6014,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,353,DURANGO,HIPERMERCADO,A,DURANGO,DURANGO,AREA 2,AREA II  NORTE
6015,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,664,CERRO GORDO,HIPERMERCADO,A,LEON,GUANAJUATO,AREA 3,AREA III  BAJIO
6016,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,145,ORIZABA,MERCADO,AA,ORIZABA,VERACRUZ,AREA 6,AREA VI  SURESTE
6017,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,59,LA PUERTA,HIPERMERCADO,AA,SANTA CATARINA,NUEVO LEON,AREA 2,AREA II  NORTE
6018,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,12,SAN NICOLAS,HIPERMERCADO,AA,SAN NICOLAS DE LOS GARZA,NUEVO LEON,AREA 2,AREA II  NORTE
6019,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,197,SENDERO TOLUCA,HIPERMERCADO,AA,LERMA,ESTADO DE MEXICO,AREA 4,AREA IV  CENTRO
6020,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,437,VILLA PALMIRA,SUPER,AA,MERIDA,YUCATAN,AREA 6,AREA VI  SURESTE
6021,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,170,CENTRO MAYA,HIPERMERCADO,AAA,PLAYA DEL CARMEN,QUINTANA ROO,AREA 6,AREA VI  SURESTE
6022,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,682,PABELLON AZCAPOTZALCO,HIPERMERCADO,A,CDMX,CDMX,AREA 5,AREA V  VDM
6023,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,317,BELENES,HIPERMERCADO,AA,ZAPOPAN,JALISCO,AREA 3,AREA III  BAJIO
6024,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,309,GAVILANES,SUPER,A,GUADALUPE,ZACATECAS,AREA 2,AREA II  NORTE
6025,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,132,TOPO CHICO,HIPERMERCADO,AA,MONTERREY,NUEVO LEON,AREA 2,AREA II  NORTE
6026,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,621,MEZQUITITO,SUPER,A,LA PAZ,BAJA CALIFORNIA SUR,AREA 1,AREA I  PACIFICO
6027,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,472,QUIROGA,HIPERMERCADO,A,HERMOSILLO,SONORA,AREA 1,AREA I  PACIFICO
6028,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,217,ABASTOS,HIPERMERCADO,A,CULIACAN,SINALOA,AREA 1,AREA I  PACIFICO
6029,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,495,SANTIAGO IXCUINTLA,EXPRESS,A,SANTIAGO IXCUINTLA,NAYARIT,AREA 1,AREA I  PACIFICO
6030,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,28,RIO NILO,HIPERMERCADO,AA,GUADALAJARA,JALISCO,AREA 3,AREA III  BAJIO
6031,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,57,ZAPOPAN,HIPERMERCADO,AA,ZAPOPAN,JALISCO,AREA 3,AREA III  BAJIO
6032,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,229,EL REAL,MERCADO,AA,MORELIA,MICHOACAN,AREA 3,AREA III  BAJIO
6033,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,30,MALECON,HIPERMERCADO,AA,LEON,GUANAJUATO,AREA 3,AREA III  BAJIO
6034,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,198,AVIACION,HIPERMERCADO,AA,ZAPOPAN,JALISCO,AREA 3,AREA III  BAJIO
6035,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,474,LA CONCHITA,MERCADO,AA,CHALCO,ESTADO DE MEXICO,AREA 5,AREA V  VDM
6036,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,100,CIGARRERA,HIPERMERCADO,AA,TEPIC,NAYARIT,AREA 1,AREA I  PACIFICO
6037,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,656,SAN AGUSTIN JAL,SUPER,AA,TLAJOMULCO DE ZUÑIGA,JALISCO,AREA 3,AREA III  BAJIO
6038,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,318,OBLATOS,HIPERMERCADO,AA,GUADALAJARA,JALISCO,AREA 3,AREA III  BAJIO
6039,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,366,DESCUBRIDORES,SUPER,A,MONTERREY,NUEVO LEON,AREA 2,AREA II  NORTE
6040,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,14,SAN PEDRO,HIPERMERCADO,AA,SAN PEDRO GARZA GARCIA,NUEVO LEON,AREA 2,AREA II  NORTE
6041,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,82,ZAPATA,HIPERMERCADO,AA,CULIACAN,SINALOA,AREA 1,AREA I  PACIFICO
6042,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,552,GERANIOS,SUPER,AA,ENSENADA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
6043,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,42,PLAZA JUAREZ,HIPERMERCADO,A,JUAREZ,CHIHUAHUA,AREA 2,AREA II  NORTE
6044,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,262,IZTAPALAPA,HIPERMERCADO,AA,CDMX,CDMX,AREA 5,AREA V  VDM
6045,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,582,SAN CRISTOBAL DE LAS CASAS,HIPERMERCADO,A,SAN CRISTOBAL DE LAS CASAS,CHIAPAS,AREA 6,AREA VI  SURESTE
6046,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,659,SENDERO LA FE,HIPERMERCADO,AA,APODACA,NUEVO LEON,AREA 2,AREA II  NORTE
6047,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,115,TRIANA,HIPERMERCADO,AA,TORREON,COAHUILA,AREA 2,AREA II  NORTE
6048,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,35,20 DE NOVIEMBRE,HIPERMERCADO,AA,DURANGO,DURANGO,AREA 2,AREA II  NORTE
6049,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,120,CARMEN,HIPERMERCADO,AA,CIUDAD DEL CARMEN,CAMPECHE,AREA 6,AREA VI  SURESTE
6050,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,41,FUNDADORES,HIPERMERCADO,A,TORREON,COAHUILA,AREA 2,AREA II  NORTE
6051,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,58,LAURO VILLAR,HIPERMERCADO,AA,MATAMOROS,TAMAULIPAS,AREA 2,AREA II  NORTE
6052,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,127,LOS CABOS,HIPERMERCADO,AA,CABO SAN LUCAS,BAJA CALIFORNIA SUR,AREA 1,AREA I  PACIFICO
6053,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,129,SANTA ROSA,HIPERMERCADO,A,MAZATLAN,SINALOA,AREA 1,AREA I  PACIFICO
6054,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,274,ACAPULCO COSTERA,HIPERMERCADO,AAA,ACAPULCO,GUERRERO,AREA 4,AREA IV  CENTRO
6055,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,69,EL PASEO,HIPERMERCADO,AA,SAN LUIS POTOSI,SAN LUIS POTOSI,AREA 2,AREA II  NORTE
6056,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,147,SENDERO PERIFERICO,HIPERMERCADO,AA,REYNOSA,TAMAULIPAS,AREA 2,AREA II  NORTE
6057,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,528,CHILPANCINGO,HIPERMERCADO,AA,CHILPANCINGO,GUERRERO,AREA 4,AREA IV  CENTRO
6058,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,662,LAS LOMAS,HIPERMERCADO,A,DURANGO,DURANGO,AREA 2,AREA II  NORTE
6059,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,371,ACAPULCO SOL,SUPER,AA,ACAPULCO,GUERRERO,AREA 4,AREA IV  CENTRO
6060,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,91,BACHOCO,HIPERMERCADO,A,HERMOSILLO,SONORA,AREA 1,AREA I  PACIFICO
6061,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,175,RIO MAYO,HIPERMERCADO,AA,LEON,GUANAJUATO,AREA 3,AREA III  BAJIO
6062,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,80,COLIMA,HIPERMERCADO,A,COLIMA,COLIMA,AREA 3,AREA III  BAJIO
6063,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,134,CARDENAS,MERCADO,AA,CARDENAS,TABASCO,AREA 6,AREA VI  SURESTE
6064,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,307,SAN MARCOS,HIPERMERCADO,AA,AGUASCALIENTES,AGUASCALIENTES,AREA 3,AREA III  BAJIO
6065,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,60,FRESNILLO,HIPERMERCADO,A,FRESNILLO,ZACATECAS,AREA 2,AREA II  NORTE
6066,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,95,MAZATLAN,HIPERMERCADO,A,MAZATLAN,SINALOA,AREA 1,AREA I  PACIFICO
6067,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,443,PLAYA DEL CARMEN,SUPER,AAA,PLAYA DEL CARMEN,QUINTANA ROO,AREA 6,AREA VI  SURESTE
6068,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,223,SENDERO SALTILLO,HIPERMERCADO,A,SALTILLO,COAHUILA,AREA 2,AREA II  NORTE
6069,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,571,RON BATEY,HIPERMERCADO,AA,CORDOBA,VERACRUZ,AREA 6,AREA VI  SURESTE
6070,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,110,CANEK,HIPERMERCADO,AA,MERIDA,YUCATAN,AREA 6,AREA VI  SURESTE
6071,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,615,LA GLORIA,SUPER,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
6072,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,118,SAN JUAN DEL RIO,HIPERMERCADO,AA,SAN JUAN DEL RIO,QUERETARO,AREA 4,AREA IV  CENTRO
6073,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,508,UMAN,EXPRESS,AA,UMAN,YUCATAN,AREA 6,AREA VI  SURESTE
6074,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,131,SENDERO LAS TORRES,HIPERMERCADO,A,JUAREZ,CHIHUAHUA,AREA 2,AREA II  NORTE
6075,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,454,HUIMANGUILLO,EXPRESS,AA,HUIMANGUILLO,TABASCO,AREA 6,AREA VI  SURESTE
6076,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,282,TUXTLA SOL,HIPERMERCADO,AA,TUXTLA GUTIERREZ,CHIAPAS,AREA 6,AREA VI  SURESTE
6077,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,230,PATZCUARO,MERCADO,AA,PATZCUARO,MICHOACAN,AREA 3,AREA III  BAJIO
6078,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,527,CHETUMAL,HIPERMERCADO,AA,CHETUMAL,QUINTANA ROO,AREA 6,AREA VI  SURESTE
6079,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,632,PLAZA CEDROS JIUTEPEC,HIPERMERCADO,AA,JIUTEPEC,MORELOS,AREA 4,AREA IV  CENTRO
6080,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,332,AGUILAS,HIPERMERCADO,AA,ZAPOPAN,JALISCO,AREA 3,AREA III  BAJIO
6081,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,397,PARQUE DELTA,HIPERMERCADO,AA,CDMX,CDMX,AREA 5,AREA V  VDM
6082,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,15,LOPEZ MATEOS,HIPERMERCADO,AA,JUAREZ,CHIHUAHUA,AREA 2,AREA II  NORTE
6083,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,419,PLAZA CANTIL,HIPERMERCADO,A,CDMX,CDMX,AREA 5,AREA V  VDM
6085,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,444,AVENIDA 128,HIPERMERCADO,AA,MERIDA,YUCATAN,AREA 6,AREA VI  SURESTE
6086,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,517,PLAZA 500 URUAPAN,HIPERMERCADO,A,URUAPAN,MICHOACAN,AREA 3,AREA III  BAJIO
6087,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,670,SENDERO COATZACOALCOS,HIPERMERCADO,AA,COATZACOALCOS,VERACRUZ,AREA 6,AREA VI  SURESTE
6088,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,516,CELAYA TECNOLOGICO,HIPERMERCADO,AA,CELAYA,GUANAJUATO,AREA 3,AREA III  BAJIO
6089,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,549,CARIBE,HIPERMERCADO,AA,CABO SAN LUCAS,BAJA CALIFORNIA SUR,AREA 1,AREA I  PACIFICO
6090,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,658,PARQUE INDUSTRIAL,HIPERMERCADO,AA,ESCOBEDO,NUEVO LEON,AREA 2,AREA II  NORTE
6091,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,589,HECELCHAKAN,EXPRESS,AA,HECELCHAKAN,CAMPECHE,AREA 6,AREA VI  SURESTE
6092,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,253,CUITLAHUAC,HIPERMERCADO,AA,CDMX,CDMX,AREA 5,AREA V  VDM
6093,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,476,CADEREYTA,HIPERMERCADO,AA,CADEREYTA,NUEVO LEON,AREA 2,AREA II  NORTE
6094,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,587,PACIFICO,SUPER,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
6095,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,669,PLAZA MU?OZ,SUPER,AA,SAN LUIS POTOSI,SAN LUIS POTOSI,AREA 2,AREA II  NORTE
6096,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,97,JUVENTUD,HIPERMERCADO,A,CHIHUAHUA,CHIHUAHUA,AREA 2,AREA II  NORTE
6097,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,103,LOS PINOS,HIPERMERCADO,AA,VERACRUZ,VERACRUZ,AREA 6,AREA VI  SURESTE
6098,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,554,ARBOL,EXPRESS,AA,CDMX,CDMX,AREA 5,AREA V  VDM
6099,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,128,BOSQUES,MERCADO,AA,PUEBLA,PUEBLA,AREA 4,AREA IV  CENTRO
6100,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,477,SENDERO VILLAHERMOSA,HIPERMERCADO,AA,VILLAHERMOSA,TABASCO,AREA 6,AREA VI  SURESTE
6101,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,523,ALTABRISA,HIPERMERCADO,AA,MERIDA,YUCATAN,AREA 6,AREA VI  SURESTE
6102,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,646,VILLA JUAREZ,HIPERMERCADO,AA,JUAREZ,NUEVO LEON,AREA 2,AREA II  NORTE
6103,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,84,ESTADIO,HIPERMERCADO,AA,GUADALAJARA,JALISCO,AREA 3,AREA III  BAJIO
6104,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,431,MERIDA CENTRO,SUPER,AA,MERIDA,YUCATAN,AREA 6,AREA VI  SURESTE
6105,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,27,SANTA MARIA,HIPERMERCADO,A,GUADALUPE,NUEVO LEON,AREA 2,AREA II  NORTE
6106,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,425,SANTA LUCIA,MERCADO,AA,CDMX,CDMX,AREA 5,AREA V  VDM
6107,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,18,HIDALGO,HIPERMERCADO,AA,REYNOSA,TAMAULIPAS,AREA 2,AREA II  NORTE
6108,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,185,FRONTERA,HIPERMERCADO,A,FRONTERA,COAHUILA,AREA 2,AREA II  NORTE
6109,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,92,SOLIDARIDAD,HIPERMERCADO,AA,ESCOBEDO,NUEVO LEON,AREA 2,AREA II  NORTE
6110,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,94,RIBERE?A,HIPERMERCADO,AA,REYNOSA,TAMAULIPAS,AREA 2,AREA II  NORTE
6111,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,104,SAN JOAQUIN,HIPERMERCADO,AA,VILLAHERMOSA,TABASCO,AREA 6,AREA VI  SURESTE
6112,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,76,AEROPUERTO,HIPERMERCADO,AA,TAMPICO,TAMAULIPAS,AREA 2,AREA II  NORTE
6113,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,122,MINATITLAN,HIPERMERCADO,A,MINATITLAN,VERACRUZ,AREA 6,AREA VI  SURESTE
6114,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,628,VALLE DE BRAVO,SUPER,A,VALLE DE BRAVO,ESTADO DE MEXICO,AREA 4,AREA IV  CENTRO
6115,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,343,GARZA SADA,HIPERMERCADO,A,MONTERREY,NUEVO LEON,AREA 2,AREA II  NORTE
6116,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,310,TEPIC,SUPER,AA,TEPIC,NAYARIT,AREA 1,AREA I  PACIFICO
6117,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,676,MARIANO ESCOBEDO,SUPER,A,LEON,GUANAJUATO,AREA 3,AREA III  BAJIO
6118,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,67,MANTE,HIPERMERCADO,AA,EL MANTE,TAMAULIPAS,AREA 2,AREA II  NORTE
6119,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,595,OCOSINGO,EXPRESS,A,OCOSINGO,CHIAPAS,AREA 6,AREA VI  SURESTE
6120,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,181,AMPLIACION,HIPERMERCADO,AA,CD. MADERO,TAMAULIPAS,AREA 2,AREA II  NORTE
6121,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,358,PASTORA,HIPERMERCADO,AA,GUADALUPE,NUEVO LEON,AREA 2,AREA II  NORTE
6122,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,441,TABASCO,SUPER,A,VILLAHERMOSA,TABASCO,AREA 6,AREA VI  SURESTE
6123,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,10,LINCOLN,HIPERMERCADO,A,MONTERREY,NUEVO LEON,AREA 2,AREA II  NORTE
6124,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,159,ALTAMIRA,MERCADO,AA,ALTAMIRA,TAMAULIPAS,AREA 2,AREA II  NORTE
6125,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,245,SENDERO M?RIDA,HIPERMERCADO,AA,MERIDA,YUCATAN,AREA 6,AREA VI  SURESTE
6126,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,374,FRANCISCO VILLA,SUPER,A,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
6127,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,45,MADERO,HIPERMERCADO,AA,DURANGO,DURANGO,AREA 2,AREA II  NORTE
6128,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,320,TOLSA,SUPER,AA,GUADALAJARA,JALISCO,AREA 3,AREA III  BAJIO
6129,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,98,ENCINAS,HIPERMERCADO,A,HERMOSILLO,SONORA,AREA 1,AREA I  PACIFICO
6130,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,396,AGUA CALIENTE,SUPER,A,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
6131,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,346,MARNE,SUPER,A,SAN PEDRO GARZA GARCIA,NUEVO LEON,AREA 2,AREA II  NORTE
6132,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,4,ORIENTE,HIPERMERCADO,A,TORREON,COAHUILA,AREA 2,AREA II  NORTE
6133,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,908,SAN JUAN DE ARAG+N,MERCADO,AA,CDMX,CDMX,AREA 5,AREA V  VDM
6134,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,390,REVOLUCION,SUPER,A,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
6135,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,119,COLOSIO,HIPERMERCADO,A,SANTA CATARINA,NUEVO LEON,AREA 2,AREA II  NORTE
6136,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,211,SENDERO QUERETARO,HIPERMERCADO,A,QUERETARO,QUERETARO,AREA 4,AREA IV  CENTRO
6137,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,688,URBANIA,SUPER,A,GUADALAJARA,JALISCO,AREA 3,AREA III  BAJIO
6138,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,917,GUANAJUATO,HIPERMERCADO,A,GUANAJUATO,GUANAJUATO,AREA 3,AREA III  BAJIO
6139,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,988,TEOLOYUCAN,MERCADO,AA,TEOLOYUCAN,ESTADO DE MEXICO,AREA 4,AREA IV  CENTRO
6140,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,876,ECATEPEC,MERCADO,AA,ECATEPEC DE MORELOS,ESTADO DE MEXICO,AREA 5,AREA V  VDM
6141,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,858,ACAPULCO CENTRO II,HIPERMERCADO,AA,ACAPULCO,GUERRERO,AREA 4,AREA IV  CENTRO
6142,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,614,MISION SAN JOSE,SUPER,A,LORETO,BAJA CALIFORNIA SUR,AREA 1,AREA I  PACIFICO
6143,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,272,GRAN TERRAZA COAPA,HIPERMERCADO,A,CDMX,CDMX,AREA 5,AREA V  VDM
6144,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,675,TOWN SQUARE METEPEC,SUPER,A,METEPEC,ESTADO DE MEXICO,AREA 4,AREA IV  CENTRO
6145,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,685,PARADOX SANTA FE,SUPER,A,LOMAS DE SANTA FE CONTADERO,ESTADO DE MEXICO,AREA 5,AREA V  VDM
6146,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,680,TICUL,EXPRESS,A,TICUL,YUCATAN,AREA 6,AREA VI  SURESTE
6147,AUTOSERVICIOS,GRANDES CADENAS,CHEDRAUI,CHEDRAUI,174,00100 CHEDRAUI SELECTO MEXICO FORTUNA 03-17,SELECTO,AA,CDMX,CDMX,AREA 5,AREA V  VDM
